p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
2.08E-210	0.255391214168713	0.552	0.302	6.85E-206	Goblet Cells	RPS9
1.22E-182	0.255150265300335	0.537	0.293	4E-178	Goblet Cells	ACTN4
2.44E-163	0.254951984614488	0.418	0.207	8.04E-159	Goblet Cells	COX5A
1.68E-132	0.25487269362929	0.389	0.191	5.54E-128	Goblet Cells	DDX46
7.45E-203	0.254420509073176	0.306	0.108	2.45E-198	Goblet Cells	PCYOX1
1.65E-177	0.254331880448451	0.324	0.126	5.43E-173	Goblet Cells	SLC38A10
6.29E-125	0.25419355203461	0.228	0.082	2.07E-120	Goblet Cells	EHBP1
2.08E-169	0.253744885327749	0.318	0.127	6.84E-165	Goblet Cells	PYGL
6.87E-128	0.253658744464928	0.268	0.105	2.26E-123	Goblet Cells	TMEM125
1.46E-226	0.253629250726864	0.758	0.465	4.81E-222	Goblet Cells	DDX17
5.37E-215	0.253479446188971	0.148	0.019	1.77E-210	Goblet Cells	SYTL5
3.64E-167	0.253343436938336	0.383	0.173	1.2E-162	Goblet Cells	KIAA1522
2.12E-201	0.253301629405408	0.639	0.364	6.97E-197	Goblet Cells	SF3B1
1E-158	0.252700350023092	0.433	0.213	3.3E-154	Goblet Cells	KIAA1217
4.92E-161	0.252258004680011	0.3	0.116	1.62E-156	Goblet Cells	ECHDC1
6.65E-214	0.252072594053749	0.466	0.216	2.19E-209	Goblet Cells	MTUS1
1.38E-176	0.251686391796927	0.397	0.185	4.54E-172	Goblet Cells	NDUFB7
5.58E-102	0.251638443797174	0.265	0.118	1.84E-97	Goblet Cells	MYSM1
1.1E-21	0.251484909165291	0.135	0.08	3.62E-17	Goblet Cells	TFF3
2.23E-242	0.251477557313454	0.68	0.414	7.32E-238	Goblet Cells	RPLP1
1.36E-189	0.251443369411838	0.237	0.067	4.47E-185	Goblet Cells	TPBG
1.13E-198	0.251333426999757	0.16	0.027	3.7E-194	Goblet Cells	ASAP3
1.77E-215	0.251131964856575	0.287	0.092	5.83E-211	Goblet Cells	RNPEPL1
1.51E-212	0.250938538947471	0.338	0.127	4.95E-208	Goblet Cells	CORO2A
1.29E-162	0.250014860822222	0.263	0.091	4.25E-158	Goblet Cells	STAP2
3.37E-221	0.249962542394729	0.26	0.073	1.11E-216	Goblet Cells	TPD52
4.57E-158	0.249787731498952	0.457	0.232	1.5E-153	Goblet Cells	TACC2
6.67E-273	0.249667125282565	0.155	0.016	2.19E-268	Goblet Cells	AC104126.1
7.19E-165	0.249455461863632	0.338	0.143	2.36E-160	Goblet Cells	KRT10
8.76E-203	0.248944203853153	0.225	0.058	2.88E-198	Goblet Cells	CHPT1
1.7E-201	0.248849998961625	0.683	0.422	5.59E-197	Goblet Cells	RPL31
7.17E-191	0.248094330262823	0.475	0.237	2.36E-186	Goblet Cells	TGOLN2
5.16E-181	0.248038775064342	0.252	0.081	1.7E-176	Goblet Cells	EBP
4.73E-177	0.248033559760266	0.197	0.047	1.55E-172	Goblet Cells	DGAT1
3.4E-182	0.247856515775919	0.404	0.184	1.12E-177	Goblet Cells	ITGB1
3.47E-169	0.247739947210443	0.415	0.197	1.14E-164	Goblet Cells	ANKRD17
7.21E-221	0.247396493710018	0.333	0.122	2.37E-216	Goblet Cells	CAMK1D
1.54E-93	0.247373961652768	0.374	0.205	5.05E-89	Goblet Cells	PDIA4
4.43E-150	0.247288375833328	0.356	0.16	1.45E-145	Goblet Cells	PAWR
7.53E-154	0.247264434677171	0.499	0.269	2.48E-149	Goblet Cells	ARID4B
5.1E-112	0.247205590752027	0.356	0.179	1.68E-107	Goblet Cells	SMC5
2.01E-125	0.247202949387709	0.252	0.097	6.6E-121	Goblet Cells	CLUH
5.18E-150	0.246911818157683	0.418	0.209	1.7E-145	Goblet Cells	ADD3
1.41E-136	0.246817878319596	0.304	0.131	4.63E-132	Goblet Cells	CMAS
1.45E-188	0.246646356401687	0.326	0.129	4.76E-184	Goblet Cells	AK2
1.36E-212	0.246276745948215	0.205	0.044	4.47E-208	Goblet Cells	ALG3
1.77E-154	0.246012318732613	0.279	0.107	5.83E-150	Goblet Cells	GPAA1
7.47E-162	0.245943641330384	0.343	0.15	2.46E-157	Goblet Cells	RNF7
1.22E-84	0.245722899878491	0.207	0.085	4.01E-80	Goblet Cells	PRPF39
3.97E-115	0.245640726847181	0.248	0.1	1.3E-110	Goblet Cells	TTC14
1.57E-144	0.24540714770234	0.453	0.239	5.16E-140	Goblet Cells	PLEC
8.29E-170	0.245322629072431	0.267	0.093	2.73E-165	Goblet Cells	RETSAT
8.64E-130	0.245223006433086	0.362	0.174	2.84E-125	Goblet Cells	SLC25A29
5.28E-132	0.24494673601677	0.355	0.168	1.74E-127	Goblet Cells	EXOC1
6.08E-207	0.244940293065753	0.697	0.437	2E-202	Goblet Cells	RPS8
2.43E-145	0.244641713947165	0.389	0.186	7.98E-141	Goblet Cells	FAM214A
2.34E-144	0.244625931047107	0.252	0.091	7.68E-140	Goblet Cells	FEZ2
1.05E-176	0.244503827279459	0.595	0.341	3.46E-172	Goblet Cells	EIF3A
7.46E-198	0.244319488390096	0.444	0.215	2.45E-193	Goblet Cells	RPS15
4.04E-156	0.243602095505152	0.302	0.123	1.33E-151	Goblet Cells	DEGS2
1.16E-164	0.242775040030428	0.316	0.128	3.82E-160	Goblet Cells	PTPRU
7.69E-280	0.242726835272021	0.448	0.189	2.53E-275	Goblet Cells	NDRG2
2.65E-105	0.242573522081546	0.209	0.078	8.71E-101	Goblet Cells	LARP1B
3.58E-180	0.242561291223772	0.613	0.363	1.18E-175	Goblet Cells	CTNNA1
2.21E-164	0.241952058055969	0.238	0.075	7.26E-160	Goblet Cells	USP46
7.83E-180	0.241758432630683	0.281	0.099	2.57E-175	Goblet Cells	TIMM13
2.5E-212	0.241496674136893	0.307	0.106	8.23E-208	Goblet Cells	GPRC5C
1.49E-117	0.24136243059349	0.319	0.15	4.9E-113	Goblet Cells	ZFC3H1
3.13E-242	0.241294528531362	0.407	0.169	1.03E-237	Goblet Cells	HLA-DRB1
7.88E-157	0.24097447448326	0.236	0.076	2.59E-152	Goblet Cells	BCAR1
1.33E-181	0.240424909725601	0.259	0.084	4.38E-177	Goblet Cells	SAMD12
4.77E-162	0.240396044669002	0.449	0.228	1.57E-157	Goblet Cells	MAN1A2
5.06E-216	0.240326098318157	0.163	0.024	1.66E-211	Goblet Cells	KCNS3
8.2E-127	0.24029466967414	0.365	0.185	2.7E-122	Goblet Cells	LMAN2
1.74E-151	0.239996524633406	0.373	0.182	5.73E-147	Goblet Cells	CYC1
1.03E-253	0.239717362206835	0.218	0.045	3.39E-249	Goblet Cells	SYNGR1
4.48E-143	0.239717207916255	0.429	0.221	1.47E-138	Goblet Cells	FOXA1
1.95E-162	0.239546054295725	0.354	0.16	6.41E-158	Goblet Cells	EIF3H
6.55E-141	0.239258803226854	0.268	0.102	2.15E-136	Goblet Cells	NENF
1.31E-178	0.238857082836544	0.234	0.07	4.31E-174	Goblet Cells	AVPI1
5.46E-256	0.238833650286687	0.208	0.041	1.79E-251	Goblet Cells	SLC16A7
2.15E-176	0.238648710430172	0.332	0.137	7.07E-172	Goblet Cells	CLTB
1.63E-140	0.238591818823644	0.318	0.141	5.36E-136	Goblet Cells	COPZ1
1.25E-162	0.23849050781804	0.211	0.06	4.12E-158	Goblet Cells	TLE1
1.79E-183	0.238110754790728	0.192	0.045	5.89E-179	Goblet Cells	COMTD1
8.69E-149	0.237977432333748	0.189	0.052	2.86E-144	Goblet Cells	ARMCX3
2.3E-210	0.237792433605745	0.135	0.016	7.55E-206	Goblet Cells	CAVIN2
6.51E-113	0.237504764344089	0.197	0.067	2.14E-108	Goblet Cells	ANKRD50
5.54E-289	0.237440694210299	0.199	0.032	1.82E-284	Goblet Cells	BCL2L15
1.1E-173	0.236979385848983	0.268	0.093	3.61E-169	Goblet Cells	ALKBH7
5.08E-147	0.23677696181825	0.34	0.159	1.67E-142	Goblet Cells	ANAPC11
7.04E-157	0.23641113072404	0.346	0.153	2.31E-152	Goblet Cells	FBXO34
0	0.236330089501929	0.326	0.085	0	Goblet Cells	PRSS8
1.17E-177	0.235955583712559	0.4	0.183	3.85E-173	Goblet Cells	LARP7
2.05E-113	0.235918226283711	0.256	0.106	6.74E-109	Goblet Cells	NISCH
1.16E-122	0.235703070569694	0.229	0.083	3.81E-118	Goblet Cells	C1orf35
2.85E-192	0.235603419673005	0.227	0.062	9.37E-188	Goblet Cells	LGALS9
1.97E-128	0.235404090014766	0.233	0.085	6.46E-124	Goblet Cells	MICALL2
2.54E-179	0.235394024256092	0.346	0.146	8.34E-175	Goblet Cells	ADAM9
8.96E-179	0.235393203867483	0.689	0.45	2.95E-174	Goblet Cells	RPS14
1.73E-219	0.234967103728773	0.568	0.302	5.68E-215	Goblet Cells	NUCKS1
9.36E-183	0.234833421395458	0.206	0.051	3.08E-178	Goblet Cells	SLC52A2
1.08E-170	0.234782249165283	0.29	0.107	3.56E-166	Goblet Cells	PHKB
3.92E-142	0.23473634927093	0.262	0.098	1.29E-137	Goblet Cells	SOCS6
1.57E-162	0.234677052878719	0.308	0.122	5.17E-158	Goblet Cells	PFKL
2.57E-163	0.234417730781084	0.442	0.227	8.43E-159	Goblet Cells	CD81
3.6E-167	0.234381113705775	0.439	0.218	1.18E-162	Goblet Cells	LONP2
1.96E-116	0.234004572516338	0.248	0.096	6.45E-112	Goblet Cells	DVL1
5.29E-231	0.233875339013385	0.179	0.03	1.74E-226	Goblet Cells	DHCR7
3.95E-166	0.233866037221699	0.235	0.075	1.3E-161	Goblet Cells	NARFL
4.5E-145	0.233764515374242	0.438	0.227	1.48E-140	Goblet Cells	PPIG
7.94E-109	0.23359264909497	0.243	0.098	2.61E-104	Goblet Cells	ENTPD6
5.59E-197	0.233545603753582	0.522	0.284	1.84E-192	Goblet Cells	SLC25A3
4.54E-191	0.233302239428774	0.385	0.172	1.49E-186	Goblet Cells	SSR1
1.05E-172	0.233200380687622	0.253	0.084	3.46E-168	Goblet Cells	CAMK2G
3.19E-154	0.233123183498626	0.353	0.161	1.05E-149	Goblet Cells	IQGAP2
4.18E-182	0.232979446719169	0.513	0.272	1.38E-177	Goblet Cells	ATP5ME
4.05E-165	0.232840054301861	0.605	0.372	1.33E-160	Goblet Cells	RPL3
1.57E-112	0.232794079584155	0.271	0.117	5.17E-108	Goblet Cells	CRYBG3
7.23E-173	0.232297317876016	0.266	0.094	2.38E-168	Goblet Cells	TRIP10
1.69E-112	0.231674431599139	0.272	0.118	5.55E-108	Goblet Cells	SHTN1
4.6E-187	0.231647475873449	0.605	0.349	1.51E-182	Goblet Cells	CLDN4
2.34E-147	0.23143040240335	0.292	0.119	7.71E-143	Goblet Cells	SSNA1
6.18E-193	0.231286955079866	0.363	0.153	2.03E-188	Goblet Cells	ATP8B1
4.72E-177	0.231019033517332	0.421	0.198	1.55E-172	Goblet Cells	BAZ2A
1.19E-170	0.230817131603329	0.203	0.054	3.93E-166	Goblet Cells	ADCY6
3.09E-181	0.230747522872424	0.352	0.149	1.02E-176	Goblet Cells	ACBD3
3.38E-133	0.23067770365678	0.337	0.156	1.11E-128	Goblet Cells	TIA1
1.64E-165	0.230620970878405	0.292	0.112	5.38E-161	Goblet Cells	SYNJ2BP
3.55E-195	0.229802407616095	0.634	0.366	1.17E-190	Goblet Cells	VPS13C
4.39E-200	0.229625497477299	0.466	0.225	1.44E-195	Goblet Cells	ARFGEF3
6.41E-171	0.229561181608022	0.337	0.14	2.11E-166	Goblet Cells	CASP4
1.69E-119	0.22943391430963	0.298	0.134	5.56E-115	Goblet Cells	PABPN1
8.75E-179	0.229292413547798	0.31	0.123	2.88E-174	Goblet Cells	CALU
7.54E-148	0.229202691879749	0.404	0.203	2.48E-143	Goblet Cells	SYNCRIP
5.3E-139	0.229157377247628	0.282	0.115	1.74E-134	Goblet Cells	SELENOP
3.62E-146	0.229125749457192	0.254	0.093	1.19E-141	Goblet Cells	APEH
5.24E-192	0.228758528588181	0.147	0.026	1.72E-187	Goblet Cells	CLDN10
2.39E-158	0.228636016096772	0.2	0.061	7.86E-154	Goblet Cells	SPINK5
2.3E-205	0.228611740052699	0.245	0.07	7.55E-201	Goblet Cells	CTDSP1
2.86E-138	0.228142829569198	0.263	0.099	9.4E-134	Goblet Cells	MGAT4B
1.79E-125	0.228100530135804	0.293	0.127	5.88E-121	Goblet Cells	GPS1
1.04E-132	0.228005738616881	0.479	0.266	3.43E-128	Goblet Cells	U2SURP
5.71E-154	0.227834802151648	0.444	0.232	1.88E-149	Goblet Cells	CHMP4B
7.55E-147	0.227631495146762	0.216	0.069	2.48E-142	Goblet Cells	MAP3K5
2.87E-164	0.227613425925804	0.504	0.272	9.44E-160	Goblet Cells	MYO6
3.72E-158	0.227592592872737	0.368	0.172	1.22E-153	Goblet Cells	EPHX1
6.74E-170	0.227589394632034	0.248	0.082	2.21E-165	Goblet Cells	GSDMB
4.67E-197	0.2275254423104	0.263	0.084	1.54E-192	Goblet Cells	GORASP2
4.53E-165	0.22751026815052	0.336	0.145	1.49E-160	Goblet Cells	SAR1B
2.13E-168	0.22725895439051	0.376	0.181	7E-164	Goblet Cells	NDUFA6
6.28E-166	0.227119695792331	0.333	0.141	2.06E-161	Goblet Cells	PNKD
3.05E-216	0.2269030250837	0.415	0.183	1E-211	Goblet Cells	NT5C2
4.27E-131	0.226655009257442	0.276	0.112	1.4E-126	Goblet Cells	NME3
4.96E-130	0.226486375937247	0.387	0.197	1.63E-125	Goblet Cells	UBA1
1.19E-286	0.22642399599731	0.41	0.161	3.91E-282	Goblet Cells	JUP
7.39E-167	0.226240989359094	0.487	0.263	2.43E-162	Goblet Cells	ENSA
2.98E-177	0.226230955391556	0.264	0.092	9.79E-173	Goblet Cells	RHBDL2
9.55E-82	0.226195196646304	0.274	0.135	3.14E-77	Goblet Cells	FAM111A
3.2E-148	0.22593865798052	0.487	0.275	1.05E-143	Goblet Cells	ELOB
1.23E-150	0.225592142377185	0.209	0.063	4.06E-146	Goblet Cells	FEZF1-AS1
6.01E-171	0.225358550104384	0.147	0.026	1.98E-166	Goblet Cells	STEAP1
1.28E-172	0.225349018086445	0.663	0.417	4.21E-168	Goblet Cells	CAPN2
3.71E-126	0.225324118229777	0.222	0.079	1.22E-121	Goblet Cells	MIGA2
2.39E-162	0.224559025254496	0.279	0.106	7.85E-158	Goblet Cells	SND1
1.18E-125	0.224350577525283	0.301	0.134	3.87E-121	Goblet Cells	MDM4
2.2E-224	0.223985489035438	0.296	0.097	7.22E-220	Goblet Cells	KNOP1
3.47E-135	0.223919223441168	0.435	0.23	1.14E-130	Goblet Cells	CHD6
1.6E-153	0.223843493358239	0.317	0.137	5.24E-149	Goblet Cells	EIF6
1.96E-153	0.223802585869192	0.292	0.117	6.45E-149	Goblet Cells	TMEM208
4.4E-192	0.223512136631155	0.537	0.283	1.45E-187	Goblet Cells	FUS
7.06E-98	0.223423974832035	0.19	0.07	2.32E-93	Goblet Cells	D2HGDH
1.2E-173	0.223243328319412	0.394	0.186	3.95E-169	Goblet Cells	ATP5PD
3.56E-63	0.2229635784651	0.135	0.051	1.17E-58	Goblet Cells	ELF5
9.05E-184	0.222772799240734	0.164	0.034	2.97E-179	Goblet Cells	PDZK1IP1
1.09E-148	0.222573833176322	0.216	0.067	3.57E-144	Goblet Cells	CTNNBIP1
2E-123	0.22244102546641	0.229	0.085	6.58E-119	Goblet Cells	POF1B
2.4E-169	0.221919432071208	0.301	0.12	7.9E-165	Goblet Cells	PHPT1
1.08E-119	0.22166381420274	0.339	0.164	3.54E-115	Goblet Cells	HOOK1
4.73E-104	0.22154575956045	0.222	0.09	1.55E-99	Goblet Cells	ATAD2B
1.81E-134	0.221241542852015	0.303	0.134	5.95E-130	Goblet Cells	ECI1
3.25E-228	0.221236870286606	0.226	0.055	1.07E-223	Goblet Cells	ATP13A2
3.46E-120	0.221140116899197	0.186	0.058	1.14E-115	Goblet Cells	LMF2
2.19E-160	0.220685759070906	0.126	0.02	7.19E-156	Goblet Cells	AXIN2
5.89E-132	0.220625643557462	0.359	0.174	1.94E-127	Goblet Cells	CNN3
1.67E-145	0.220531947677859	0.416	0.21	5.49E-141	Goblet Cells	RUNX1
5.01E-202	0.22030121661891	0.4	0.183	1.65E-197	Goblet Cells	TMEM165
8.21E-205	0.220200408248983	0.581	0.326	2.7E-200	Goblet Cells	RPL5
1.26E-118	0.219883821873347	0.168	0.05	4.14E-114	Goblet Cells	HES4
6E-203	0.219742533147632	0.14	0.017	1.97E-198	Goblet Cells	NUDT8
4.01E-176	0.219688003284144	0.428	0.215	1.32E-171	Goblet Cells	ERP29
2.2E-116	0.219289129504167	0.354	0.18	7.24E-112	Goblet Cells	LMAN1
1.46E-193	0.219270944661687	0.199	0.048	4.8E-189	Goblet Cells	GDPD3
2.45E-181	0.219153049619706	0.4	0.192	8.07E-177	Goblet Cells	UQCRH
3.1E-74	0.219110508618063	0.269	0.137	1.02E-69	Goblet Cells	CENPC
2.89E-185	0.218839138414982	0.437	0.216	9.49E-181	Goblet Cells	NDUFS5
1.11E-149	0.218716662807622	0.441	0.233	3.64E-145	Goblet Cells	TJP3
7.74E-122	0.218658953349905	0.245	0.096	2.54E-117	Goblet Cells	SPINT1-AS1
4.4E-175	0.218562251025071	0.353	0.152	1.45E-170	Goblet Cells	RABGAP1
5.61E-148	0.218382618693758	0.283	0.112	1.84E-143	Goblet Cells	VPS36
4.33E-186	0.218336171211048	0.391	0.177	1.42E-181	Goblet Cells	RDX
7.04E-135	0.218241087690571	0.259	0.101	2.31E-130	Goblet Cells	ZNF428
3.31E-128	0.218027352577619	0.237	0.089	1.09E-123	Goblet Cells	UTP20
1.35E-145	0.21768492154393	0.195	0.056	4.45E-141	Goblet Cells	DNAJC4
5.34E-57	0.217475861481483	0.148	0.061	1.76E-52	Goblet Cells	PTN
1.52E-143	0.217421005907826	0.315	0.136	4.98E-139	Goblet Cells	USP48
2.03E-183	0.217052104389969	0.553	0.311	6.69E-179	Goblet Cells	AES
1.17E-193	0.217021309060549	0.453	0.219	3.86E-189	Goblet Cells	RPL28
1.94E-186	0.217007158979062	0.378	0.166	6.37E-182	Goblet Cells	PHACTR2
1.7E-200	0.216888717455554	0.255	0.08	5.58E-196	Goblet Cells	SLC1A5
1.05E-168	0.216847348243971	0.239	0.077	3.44E-164	Goblet Cells	RABAC1
2.94E-135	0.216569666461545	0.313	0.138	9.68E-131	Goblet Cells	PRR15
1.64E-158	0.216413474262083	0.37	0.172	5.4E-154	Goblet Cells	EIF3G
4.79E-105	0.216388162088526	0.319	0.157	1.58E-100	Goblet Cells	RIF1
6.03E-173	0.216230863749333	0.295	0.114	1.98E-168	Goblet Cells	SREBF2
1.7E-169	0.216221890541874	0.464	0.238	5.59E-165	Goblet Cells	AFF4
1.19E-103	0.216100270192311	0.277	0.127	3.93E-99	Goblet Cells	DOPEY1
5.89E-56	0.216084920310041	0.106	0.036	1.94E-51	Goblet Cells	SH3D21
4.45E-185	0.216077078483657	0.255	0.085	1.46E-180	Goblet Cells	GCHFR
7.52E-183	0.21565360241964	0.222	0.064	2.47E-178	Goblet Cells	CRACR2A
1.43E-225	0.215423488133811	0.259	0.075	4.71E-221	Goblet Cells	RDH11
5.01E-168	0.215364585076378	0.209	0.062	1.65E-163	Goblet Cells	SRPRB
1.08E-139	0.215273131330394	0.248	0.093	3.55E-135	Goblet Cells	MANF
4.86E-189	0.214694110198739	0.382	0.173	1.6E-184	Goblet Cells	H2AFZ
5.8E-191	0.214648427056344	0.726	0.462	1.91E-186	Goblet Cells	HSP90B1
1.49E-205	0.214604563245426	0.293	0.104	4.91E-201	Goblet Cells	RNF181
2.47E-222	0.214226169598138	0.27	0.085	8.13E-218	Goblet Cells	LAPTM4B
1.24E-197	0.214153631842515	0.678	0.421	4.09E-193	Goblet Cells	RPS16
4.64E-171	0.214047086696641	0.54	0.297	1.53E-166	Goblet Cells	LUC7L3
2.04E-147	0.213913196123447	0.208	0.064	6.72E-143	Goblet Cells	SLC9A3R2
9.17E-143	0.213846299742925	0.296	0.124	3.02E-138	Goblet Cells	AURKAIP1
1.58E-146	0.213650203655596	0.23	0.078	5.2E-142	Goblet Cells	DGCR2
1.47E-91	0.213472545419288	0.143	0.043	4.83E-87	Goblet Cells	GGT7
3.05E-241	0.213467865474775	0.639	0.362	1E-236	Goblet Cells	PTMA
3.98E-198	0.213406639658385	0.415	0.189	1.31E-193	Goblet Cells	SOX4
5.01E-174	0.213350305474149	0.438	0.223	1.65E-169	Goblet Cells	SMIM14
3.51E-141	0.213248640019171	0.341	0.158	1.16E-136	Goblet Cells	DDIT4
5.61E-157	0.212900813735403	0.387	0.186	1.84E-152	Goblet Cells	CD2AP
1.21E-172	0.212895611292283	0.274	0.102	3.96E-168	Goblet Cells	SURF4
2.88E-163	0.212861201141288	0.173	0.043	9.45E-159	Goblet Cells	KLK11
6.41E-125	0.212754594844186	0.321	0.15	2.11E-120	Goblet Cells	ESRP1
7.85E-172	0.21253007171921	0.451	0.229	2.58E-167	Goblet Cells	HUWE1
3.22E-128	0.212170188509478	0.262	0.106	1.06E-123	Goblet Cells	USP40
3.21E-189	0.212152067078934	0.239	0.073	1.05E-184	Goblet Cells	LETM1
3.88E-196	0.211986653424775	0.23	0.066	1.28E-191	Goblet Cells	AKAP1
9.14E-147	0.211772747422362	0.228	0.078	3E-142	Goblet Cells	HEXDC
2.2E-119	0.211759323107722	0.164	0.048	7.24E-115	Goblet Cells	PTMS
1.19E-201	0.211697743927618	0.129	0.014	3.92E-197	Goblet Cells	LRRC26
1.36E-201	0.211686695073643	0.583	0.325	4.48E-197	Goblet Cells	EHF
6.39E-213	0.211497979871367	0.216	0.054	2.1E-208	Goblet Cells	RAB27B
5.15E-80	0.211468167154166	0.264	0.133	1.69E-75	Goblet Cells	RNPC3
3.84E-105	0.211396237652079	0.242	0.103	1.26E-100	Goblet Cells	SAMD9L
5.95E-121	0.21135706488857	0.217	0.078	1.96E-116	Goblet Cells	PLXNA1
1.52E-160	0.211265638867078	0.556	0.331	5E-156	Goblet Cells	CSDE1
4.96E-134	0.211240127865519	0.151	0.036	1.63E-129	Goblet Cells	ATP13A4
8.72E-114	0.210933106485971	0.365	0.188	2.87E-109	Goblet Cells	SMCHD1
1.39E-162	0.210881397783876	0.2	0.055	4.58E-158	Goblet Cells	SLC25A1
5.88E-171	0.210808109281005	0.247	0.082	1.93E-166	Goblet Cells	GPD1L
2.56E-172	0.210768597086078	0.152	0.029	8.43E-168	Goblet Cells	RAB15
3.22E-239	0.210666322811659	0.321	0.112	1.06E-234	Goblet Cells	SASH1
3.53E-177	0.210636004035428	0.542	0.311	1.16E-172	Goblet Cells	RPS13
1.1E-128	0.210533230743868	0.373	0.188	3.6E-124	Goblet Cells	CTBP2
5.72E-165	0.210250163845131	0.314	0.133	1.88E-160	Goblet Cells	PPP1CA
4.15E-107	0.210105514968425	0.281	0.129	1.37E-102	Goblet Cells	KIAA1468
2.66E-147	0.209840376366494	0.243	0.086	8.75E-143	Goblet Cells	SCAP
1.85E-183	0.209669418891948	0.291	0.108	6.09E-179	Goblet Cells	UQCC2
3.2E-103	0.209567470085987	0.309	0.151	1.05E-98	Goblet Cells	IWS1
3.78E-105	0.209214476079581	0.136	0.036	1.24E-100	Goblet Cells	DHX35
1.02E-116	0.209184126585377	0.478	0.284	3.35E-112	Goblet Cells	SERP1
9.29E-125	0.20902499255673	0.269	0.112	3.05E-120	Goblet Cells	GBA2
7.6E-180	0.208703213809259	0.236	0.072	2.5E-175	Goblet Cells	ATP5F1D
8.18E-257	0.208320574875649	0.18	0.029	2.69E-252	Goblet Cells	ALDH3B2
5.37E-188	0.208100768655474	0.444	0.217	1.77E-183	Goblet Cells	NOP53
5.94E-151	0.208083719774517	0.425	0.22	1.95E-146	Goblet Cells	ARL6IP4
6.05E-243	0.207881396454995	0.186	0.035	1.99E-238	Goblet Cells	SMIM31
9.78E-132	0.207860789727685	0.208	0.071	3.21E-127	Goblet Cells	STS
6.98E-160	0.207759247160427	0.727	0.488	2.3E-155	Goblet Cells	PRDX1
5.08E-197	0.207748059927662	0.287	0.1	1.67E-192	Goblet Cells	SLC25A37
7.59E-189	0.207574688948529	0.205	0.054	2.49E-184	Goblet Cells	LAD1
2.55E-153	0.207572269263629	0.463	0.244	8.38E-149	Goblet Cells	SMG1
1.34E-119	0.207178758458307	0.326	0.157	4.41E-115	Goblet Cells	PSMD7
1.01E-100	0.207156427460886	0.339	0.177	3.32E-96	Goblet Cells	SFSWAP
1.1E-108	0.207013114087495	0.24	0.1	3.61E-104	Goblet Cells	PPP1R12C
2.35E-163	0.206833346454041	0.266	0.098	7.73E-159	Goblet Cells	SRPK1
9.74E-183	0.206819020688453	0.517	0.274	3.2E-178	Goblet Cells	KMT2E
1.12E-197	0.206770621987129	0.369	0.159	3.67E-193	Goblet Cells	ZBTB38
6.92E-138	0.206721486524077	0.285	0.119	2.27E-133	Goblet Cells	PCMTD1
2.39E-160	0.206666524997006	0.42	0.222	7.84E-156	Goblet Cells	PSMA7
7.97E-147	0.206538740489861	0.374	0.184	2.62E-142	Goblet Cells	GSR
2.22E-152	0.20651084424027	0.264	0.101	7.29E-148	Goblet Cells	TMCO4
1.25E-144	0.206502476338945	0.458	0.25	4.12E-140	Goblet Cells	NORAD
2.25E-162	0.20648214206263	0.395	0.191	7.38E-158	Goblet Cells	NDFIP1
2.49E-92	0.206407740888874	0.205	0.083	8.18E-88	Goblet Cells	KIAA1147
1.61E-131	0.206339889294105	0.496	0.295	5.3E-127	Goblet Cells	VCP
8.17E-112	0.206229065064563	0.264	0.115	2.68E-107	Goblet Cells	DNAJC1
5.52E-128	0.206035864896904	0.346	0.169	1.82E-123	Goblet Cells	ANP32B
2.5E-141	0.205995798994226	0.291	0.123	8.2E-137	Goblet Cells	SSR3
2.74E-147	0.205759632833827	0.31	0.132	9E-143	Goblet Cells	SPSB3
2.9E-186	0.205580772690084	0.504	0.276	9.52E-182	Goblet Cells	RPL10A
2.35E-197	0.205576280275205	0.276	0.095	7.71E-193	Goblet Cells	PPM1K
6.62E-78	0.205496828390184	0.198	0.086	2.18E-73	Goblet Cells	SHPRH
4.2E-150	0.205220316333039	0.472	0.255	1.38E-145	Goblet Cells	EXPH5
1.46E-129	0.205085518526845	0.276	0.115	4.81E-125	Goblet Cells	PQLC1
5.02E-134	0.204798164276087	0.338	0.16	1.65E-129	Goblet Cells	TMEM219
2.09E-168	0.204468795877599	0.398	0.187	6.87E-164	Goblet Cells	SMARCC2
1.66E-132	0.204467487958822	0.224	0.08	5.45E-128	Goblet Cells	DMRTA2
4.87E-256	0.204422174519857	0.35	0.126	1.6E-251	Goblet Cells	HM13
9.54E-155	0.204366889555569	0.302	0.125	3.14E-150	Goblet Cells	HSD17B4
1.58E-198	0.204148161712775	0.599	0.349	5.2E-194	Goblet Cells	RPS20
4.38E-146	0.203991575457168	0.251	0.094	1.44E-141	Goblet Cells	CBX6
1.96E-230	0.203976073085332	0.505	0.246	6.45E-226	Goblet Cells	ZFP36L1
5.13E-120	0.203752844320928	0.243	0.096	1.69E-115	Goblet Cells	TUBB2A
1.69E-151	0.203750670293588	0.403	0.198	5.55E-147	Goblet Cells	GAK
2.18E-57	0.203522297408419	0.134	0.053	7.16E-53	Goblet Cells	SPARCL1
1.42E-137	0.203343628278327	0.532	0.313	4.66E-133	Goblet Cells	ANKRD11
1.27E-80	0.203156238394935	0.119	0.034	4.17E-76	Goblet Cells	OPHN1
1.14E-142	0.202972641809752	0.326	0.147	3.76E-138	Goblet Cells	RBBP7
1.55E-126	0.202971659370188	0.243	0.095	5.11E-122	Goblet Cells	EBAG9
